JobType;FreqJobPlace;FreqJobPlace.Dummy;TimesWeekJob;TransportModes1;TransportModes2;TransportModes3;TransportModes4;TransportModes5;SustUser;VRU;BVTECH;Foot.PerformanceRisk;Bike.PerformanceRisk;eScooter.PerformanceRisk;Car.PerformanceRisk;Foot.SocialRisk;Bike.SocialRisk;eScooter.SocialRisk;Car.SocialRisk;Foot.PhysicalRisk;Bike.PhysicalRisk;eScooter.PhysicalRisk;Car.PhysicalRisk;Foot.FinancialRisk;Bike.FinancialRisk;eScooter.FinancialRisk;Car.FinancialRisk;Foot.TimeLossRisk;Bike.TimeLossRisk;eScoooter.TimeLossRisk;Car.TimeLossRisk;Foot.SavingTime.PerceivedUsefulness;Bike.SavingTime.PerceivedUsefulness;eScooter.SavingTime.PerceivedUsefulness;Foot.SavingMoney.PerceivedUsefulness;Bike.SavingMoney.PerceivedUsefulness;eScooter.SavingMoney.PerceivedUsefulness;Foot.FeelsGood.PerceivedUsefulness;Bike.FeelsGood.PerceivedUsefulness;eScooter.FeelsGood.PerceivedUsefulness;Foot.Healthy.PerceivedUsefulness;Bike.Healthy.PerceivedUsefulness;eScooter.Healthy.PerceivedUsefulness;Walk.Risk.LowLight;Walk.Risk.Crossway;Walk.Risk.BadRoads;Walk.Risk.Speed;Walk.RiskSecurity;Bike.Risk.LowLight;Bike.RiskBadRoads;Bike.Risk.Speed;Bike.Risk.lightTraffic;Bike.Risk.Security;Bike.Risk.Thief;Walk.EasetoUse;Bike.EasetoUse;Escooter.EasetoUse;WhereJob;StartPointJob;SameCityJob;Walk.IntentionToUse;Bike.IntentionToUse;Escooter.IntentionToUse;Walk.ActualUse.;Bike.ActualUse;Escooter.ActualUse;Walk.BikeWays.Intention;Bike.BikeWays.Intention;eScooter.BikeWays.Intention;Walk.Limit30.Intention;Bike.Limit30.Intention;eScooter.Limit30.Intention;Walk.RoadHump.Intention;Bike.Parking.Intention;eScooter.Parking.Intention;Bike.Sharing.Intention;eScooter.Sharing.Intention;Foot.PublicTransport.Bis.Intention;Bike.PublicTransport.Bis.Intention;eScooter.PublicTransport.Bis.Intention;Foot.Bis.ActualUse;Bike.Bis.ActualUse;eScooter.Bis.ActualUse;Foot.BikeWays.Bis.Intention;Bike.BikeWays.Bis.Intention;eScooter.BikeWays.Bis.Intention;Foot.Limit30.Bis.IntetiontoUse;Bike.Limit30.Bis.IntetiontoUse;eScooter.Limit30.Bis.IntentiontoUse;Foot.HumpRoad.Bis.IntetiontoUse;Bike.Parking.Bis.IntetiontoUse;eScooter.Parking.Bis.IntetiontoUse;Bike.Sharing.Bis.Intention;eScooter.Sharing.Bis.Intention;Sentiment.UseCar;Sentiment.UseCar.Dummy;Sentiment.MoreTime;Sentiment.MoreTime.Dummy;Sentiment.CarHome;Sentiment.CarHome.Dummy;Sentiment.LikeBike;Sentiment.LikeBike.Dummy;Sentiment.RecommendPublicTransport;Sentiment.RecommendPublicTransport.Dummy;ITAGender;Gender;BirthYear;Age;LivingPlace;ItaCitizen;ITACitizenShip;OtherCitizen;BirthPlace;Education;EducationYears;QualityLifeAreaVote;AccesibilityPublTransp;RoadSlopeITA;RoadSlope;Car.Owner;MotorBike.Owner;Bike.Owner;eBike.Owner;eScooter.Owner;Ability.Ride;eScooter.Experience;eBike.Experience;DrivingLicense;SameCityJob2;Rome
Lavoro;Numero di volte;2;3;Treno; ; ; ; ;yes;yes;Public;0;0;0;2;0;0;0;0;4;4;4;3;0;0;1;3;1;1;1;1;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;2;Roma;Roma;yes;3;3;3;60;30;30;4;4;4;4;4;4;2;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;4;1;3;1;3;1;3;1;Donna;Female;1996;28; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;4;4;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;Sì;Sì;Sì;No;Sì;yes;Rome
Lavoro;Numero di volte;2;6;Auto;Bus/Tram;Metro; ; ;yes;yes;Public;5;5;5;5;2;2;2;2;2;2;2;2;0;0;0;2;4;4;4;4;0;0;0;4;4;4;0;0;0;4;4;4;0;0;1;2;2;2;3;3;3;3;4;3;3;2;Roma;Roma;yes;3;2;0;50;0;0;3;0;0;3;0;0;3;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;3;1;4;1;1;0;3;1;Donna;Female;2004;20; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;3;Prevalentemente pianeggiante;Flat;Sì;No;Sì;No;No;Sì;No;No;Sì;yes;Rome
Non lavoro e non studio; N/A;1; ; ; ; ; ; ;no;no;N/A;0;0;0;0;0;0;0;0;4;5;5;5;0;0;3;5;0;4;4;4;2;5;5;5;5;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;0;0; ; ;yes;5;0;0;100;0;0;3;3;3;3;3;3;3;3;3;3;3;5;0;0;100;0;0;3;3;3;3;3;3;3;3;3;3;3;4;1;2;0;4;1;1;0;3;1;Donna;Female;1994;30;Ladispoli;Sì;yes; ;Roma;Media superiore;13;3;4;Prevalentemente pianeggiante;Flat;Sì;No;No;No;No;No;No;No;Sì;;
Sono uno studente e lavoro;0 (Mai, lavoro da casa, sto sempre a casa);3;0; ; ; ; ; ;no;no;N/A;1;0;0;1;0;0;0;0;0;1;1;2;0;0;1;3;3;0;0;3;0;2;2;5;4;4;3;3;2;5;5;0;0;0;0;0;2;1;2;2;1;2;4;4;4;4;Roma;Roma;yes;2;2;1;60;1;0;1;1;0;1;1;0;1;1;0;1;0;2;2;1;60;1;0;1;1;0;1;1;0;1;1;0;1;0;2;0;3;1;3;1;2;0;2;0;Uomo;Male;1999;25;Roma;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;4;3;Prevalentemente pianeggiante;Flat;Sì;Sì;Sì;No;No;Sì;No;No;Sì;yes;Rome
Non lavoro e non studio; N/A;1; ; ; ; ; ; ;no;no;N/A;3;3;3;5;0;0;0;0;0;0;0;0;4;4;4;2;5;5;5;5;1;1;1;3;3;3;5;5;5;5;5;5;0;3;0;5;5;4;5;3;5;4;5;5;1;1; ; ;yes;3;4;4;75;50;0;3;3;3;5;5;5;5;4;4;4;4;3;4;4;75;50;0;3;3;3;5;5;5;5;4;4;4;4;3;1;4;1;3;1;2;0;4;1;Uomo;Male;1993;31;Roma;Sì;yes; ;Cagliari;Media superiore;13;5;5;Caratterizzata da piccole salite;Easy climbs;Sì;No;No;No;Sì;No;Sì;Sì;No;;
Lavoro;Numero di volte;2;5;Auto;Bus/Tram; ; ; ;yes;yes;Public;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;1;1;1;1;4;0;0;4;0;0;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;4;4;0;0;Roma;Roma;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;4;1;3;1;1;0;1;0;Donna;Female;1998;26; ;Sì;yes; ;Roma;Laurea magistrale o successivo;18;4;4;Prevalentemente pianeggiante;Flat;Sì;No;No;No;No;Sì;No;No;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Moto/scooter;eBike (Bici Elettrica); ; ;yes;yes;VRU;3;3;0;4;0;0;0;0;1;4;4;3;1;0;0;3;1;1;1;5;3;3;3;3;3;3;4;4;4;4;4;4;5;5;5;4;5;5;5;4;5;5;5;2;3;3;Roma;Roma;yes;0;3;3;0;10;10;0;3;3;0;3;3;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;1;4;1;3;1;3;1;Uomo;Male;1991;33; ;Sì;yes; ;Viterbo;Laurea magistrale o successivo;18;5;3;Prevalentemente pianeggiante;Flat;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;2;Bus/Tram;Metro;Treno; ; ;yes;yes;Public;0;0;0;0;0;0;0;0;4;4;4;4;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;Roma;Roma;yes;5;5;5;100;100;100;5;5;5;5;5;5;5;5;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;1;4;1;2;0;2;0;Uomo;Male;1993;31; ;Sì;yes; ;Roma;Laurea magistrale o successivo;18;3;4;Prevalentemente pianeggiante;Flat;Sì;No;No;No;No;No;No;No;Sì;yes;Rome
Sono uno studente;0 (Mai, lavoro da casa, sto sempre a casa);3;0; ; ; ; ; ;no;no;N/A;0;3;3;0;0;0;0;0;4;4;3;3;0;0;0;4;3;3;3;4;3;3;3;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;0;0;Roma;Roma;yes;4;0;0;10;0;0;4;0;0;4;0;0;4;0;0;0;0;4;0;0;10;0;0;4;0;0;4;0;0;4;0;0;0;0;4;1;3;1;3;1;1;0;3;1;Donna;Female;1998;26;Roma;Sì;yes; ;Roma;Media superiore;13;4;5;Caratterizzata da piccole salite;Easy climbs;Sì;No;No;No;No;No;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;6;Metro; ; ; ; ;yes;yes;Public;5;5;5;3;1;1;1;1;3;3;3;0;0;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;5;3;2;4;4;3;3;4;5;3;3;3;Roma;Roma;yes;3;3;3;80;10;10;5;5;5;3;3;3;3;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;3;1;3;1;1;0;3;1;Uomo;Male;2000;24; ;Sì;yes; ;Roma;Media superiore;13;2;1;Prevalentemente pianeggiante;Flat;Sì;Sì;No;No;No;Sì;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Bus/Tram;Metro;Treno; ;yes;yes;Public;0;0;0;0;0;0;0;0;2;5;5;3;0;0;0;0;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;0;3;5;5;2;5;5;2;5;1;5;3;0;0;Roma;Roma;yes;5;5;5;70;70;70;5;5;5;5;5;5;5;5;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;1;4;1;4;1;4;1;Donna;Female;1989;35; ;Sì;yes; ;Milano;Laurea magistrale o successivo;18;4;4;Prevalentemente pianeggiante;Flat;Sì;Sì;Sì;Sì;Sì;Sì;Sì;No;Sì;yes;Rome
Lavoro;0 (Mai, lavoro da casa, sto sempre a casa);3;0; ; ; ; ; ;no;no;N/A;0;0;0;0;0;0;0;0;4;4;4;4;2;2;2;2;2;2;2;2;4;4;4;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;Roma;Roma;yes;4;4;4;90;90;90;5;5;5;5;5;5;5;5;5;5;5;4;4;4;90;90;90;5;5;5;5;5;5;5;5;5;5;5;4;1;3;1;4;1;4;1;3;1;Donna;Female;1991;33;Roma;Sì;yes; ;Roma;Laurea magistrale o successivo;18;3;4;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;Sì;No;Sì;No;Sì;Sì;yes;Rome
Lavoro e studio;Numero di volte;2;6;Vado a piedi; ; ; ; ;yes;yes;VRU;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;4;4;4;4;1;1;1;4;4;4;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Roma;Roma;yes;5;5;5;100;100;100;5;5;5;5;5;5;5;5;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2;0;4;1;1;0;2;0;Donna;Female;1993;31; ;Sì;yes; ;Foggia;Media superiore;13;4;4;Caratterizzata da forti pendenze;Steep slopes;No;No;No;No;No;No;No;No;No;yes;Rome
Non lavoro e non studio; N/A;1; ; ; ; ; ; ;no;no;N/A;0;2;2;3;0;0;0;0;2;5;5;3;0;0;1;5;5;5;5;2;1;1;1;4;4;4;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;4;4;3;2;2; ; ;yes;3;0;0;20;0;0;3;3;3;3;0;0;3;0;0;0;0;3;0;0;20;0;0;3;3;3;3;0;0;3;0;0;0;0;4;1;3;1;4;1;2;0;3;1;Uomo;Male;1989;35;Roma;Sì;yes; ;Roma;Media superiore;13;3;3;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;No;Sì;No;Sì;Sì;;
Lavoro;Numero di volte;2;6;Auto;Bus/Tram; ; ; ;yes;yes;Public;3;3;3;1;0;0;0;0;2;3;3;3;0;2;2;4;5;3;3;2;0;2;2;5;4;4;5;5;3;5;5;3;4;4;5;5;0;4;5;5;4;0;2;1;1;1;Roma;Roma;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;3;1;2;0;3;1;Uomo;Male;1990;34; ;Sì;yes; ;Roma;Media superiore;13;2;3;Caratterizzata da piccole salite;Easy climbs;Sì;Sì;Sì;No;No;Sì;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Bus/Tram;Metro; ; ;yes;yes;Public;1;1;1;2;1;1;1;1;1;1;1;2;0;0;1;3;3;0;1;3;0;1;1;5;5;5;2;4;4;4;4;2;1;1;1;1;4;1;1;1;2;4;4;2;2;2;Roma;Roma;yes;3;1;1;10;1;0;1;1;0;1;1;0;1;1;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;3;1;2;0;2;0;2;0;Uomo;Male;1990;34; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;2;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;No;Sì;No;No;Sì;yes;Rome
Lavoro;Numero di volte;2;6;Metro;Vado a piedi; ; ; ;yes;yes;VRU;1;1;1;1;0;0;0;1;0;0;2;3;0;0;1;2;3;3;2;1;0;2;2;5;5;5;1;2;2;4;5;3;1;1;1;1;1;1;1;3;3;2;3;4;1;1;Roma;Roma;yes;5;0;0;70;0;0;5;0;0;5;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;1;4;1;1;0;2;0;Donna;Female;1989;35; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;4;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;No;Sì;Sì;No;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Bus/Tram;Metro; ; ;yes;yes;Public;1;1;1;2;2;0;1;1;1;1;1;3;0;0;0;5;5;1;1;2;0;3;3;4;4;4;2;2;2;5;5;5;1;0;0;3;3;3;3;3;4;2;4;1;1;1;Frascati;Frascati;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;2;0;2;0;1;0;2;0;Uomo;Male;1994;30; ;Sì;yes; ;Frascati;Media superiore;13;2;4;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;No;Sì;Sì;No;Sì;yes;Not Rome
Lavoro;0 (Mai, lavoro da casa, sto sempre a casa);3;0; ; ; ; ; ;no;no;N/A;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;3;3;0;0;1;2;2;2;3;4;4;3;3;3;5;5;3;2;3;2;2;3;4;3;4;3;4;4;1;1;1;Ardea;Roma;no;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;3;1;2;0;3;1;Uomo;Male;1988;36;Roma;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;4;Caratterizzata da piccole salite;Easy climbs;Sì;No;No;No;No;Sì;No;No;Sì;no;Rome
Lavoro e studio;Numero di volte;2;3;Vado a piedi; ; ; ; ;yes;yes;VRU;0;3;3;2;0;0;0;0;0;4;4;2;0;0;0;4;2;1;1;4;4;2;2;5;4;4;5;5;5;5;5;5;4;5;4;4;3;4;4;4;3;3;3;5;2;2;Roma;Roma;yes;5;2;2;100;0;0;2;5;5;2;5;5;5;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2;0;4;1;3;1;4;1;Donna;Female;1996;28; ;Sì;yes; ;Lecce;Laurea magistrale o successivo;18;3;5;Caratterizzata da piccole salite;Easy climbs;No;No;Sì;No;No;Sì;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Bus/Tram; ; ; ;yes;yes;Public;0;0;0;2;0;0;0;0;5;5;5;0;0;0;0;3;1;1;1;0;1;1;1;4;4;3;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;4;4;4;4;4;Roma;Roma;yes;3;1;1;0;0;0;4;4;4;3;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;1;3;1;2;0;3;1;Donna;Female;1990;34; ;Sì;yes; ;Roma;Media superiore;13;4;5;Prevalentemente pianeggiante;Flat;Sì;No;Sì;No;No;Sì;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Metro;Vado a piedi; ; ;yes;yes;VRU;3;1;0;2;0;0;0;1;0;1;1;2;0;0;0;5;5;3;3;3;1;2;2;5;5;4;2;2;1;4;4;4;1;1;1;1;3;0;3;2;3;3;3;3;0;0;Roma;Roma;yes;5;0;0;70;0;0;5;0;0;5;0;0;5;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;3;1;4;1;1;0;2;0;Uomo;Male;1988;36; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;3;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;No;Sì;No;No;Sì;yes;Rome
Sono uno studente e lavoro;Numero di volte;2;5;Auto;Bus/Tram; ; ; ;yes;yes;Public;3;2;2;4;0;0;0;0;2;4;4;4;0;0;0;4;3;2;2;0;1;2;2;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;5;4;5;5;4;2;2;Roma;Frascati;no;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;4;1;1;0;1;0;3;1;Donna;Female;1999;25; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;4;1;Prevalentemente pianeggiante;Flat;Sì;No;No;No;No;Sì;Sì;Sì;Sì;no;Not Rome
Non lavoro e non studio; N/A;1; ; ; ; ; ; ;no;no;N/A;5;5;5;5;0;0;0;0;5;5;5;5;0;0;0;3;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0; ; ;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;4;1;4;1;1;0;1;0;Uomo;Male;1990;34;Roma;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;5;0;Prevalentemente pianeggiante;Flat;Sì;No;No;No;No;Sì;Sì;Sì;Sì;;
Lavoro;Numero di volte;2;3;Auto;Bus/Tram; ; ; ;yes;yes;Public;4;4;3;4;0;0;0;0;2;4;4;2;0;0;1;4;4;3;4;2;0;1;3;5;5;4;5;5;3;5;5;2;0;4;4;5;5;5;5;5;3;3;4;2;2;2;Roma;Roma;yes;1;0;0;5;0;0;1;1;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;1;1;0;2;0;1;0;Uomo;Male;1998;26; ;Sì;yes; ;Roma;Media superiore;13;3;1;Prevalentemente pianeggiante;Flat;Sì;No;Sì;No;No;Sì;No;No;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Bus/Tram; ; ; ;yes;yes;Public;0;0;0;4;0;0;0;0;3;5;5;3;0;0;2;4;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;3;3;3;4;5;4;3;4;4;5;5;3;2;2;Roma;Roma;yes;3;0;0;5;0;0;3;0;0;3;0;0;3;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;3;1;3;1;4;1;1;0;Uomo;Male;1991;33; ;Sì;yes; ;Bologna;Media superiore;13;4;3;Prevalentemente pianeggiante;Flat;Sì;No;Sì;No;No;Sì;No;No;Sì;yes;Rome
Lavoro;Numero di volte;2;5;Auto;Metro; ; ; ;yes;yes;Public;3;0;2;1;1;0;0;0;2;1;1;2;0;0;0;3;3;3;3;2;0;2;2;5;2;2;0;0;0;3;5;1;1;1;1;1;2;1;3;2;1;3;3;3;1;0;Roma;Tolfa;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;1;0;3;1;1;0;2;0;Uomo;Male;1988;36; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;2;3;Caratterizzata da piccole salite;Easy climbs;Sì;No;Sì;No;Sì;Sì;No;Sì;Sì;no;Not Rome
Lavoro;Numero di volte;2;5;Auto;Vado a piedi; ; ; ;yes;yes;VRU;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;2;2;2;2;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;2;5;5;5;4;2;2;4;4;4;Roma;Roma;yes;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;4;1;3;1;3;1;2;0;Uomo;Male;1994;30; ;Sì;yes; ;Roma;Laurea magistrale o successivo;18;4;3;Caratterizzata da forti pendenze;Steep slopes;Sì;No;No;No;No;Sì;No;No;Sì;yes;Rome
Sono uno studente e lavoro;Numero di volte;2;5;Bus/Tram;Metro; ; ; ;yes;yes;Public;5;2;2;1;0;0;0;0;4;4;4;2;0;0;0;3;3;3;3;2;2;2;2;4;4;4;5;5;5;5;5;5;5;5;4;4;4;5;5;4;5;5;5;3;3;3;Roma;Roma;yes;5;5;5;100;30;30;4;4;4;4;4;4;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;1;4;1;3;1;2;0;Donna;Female;2001;23; ;Sì;yes; ;Latina;Laurea (triennale) di primo livello;16;3;5;Prevalentemente pianeggiante;Flat;Sì;No;Sì;No;Sì;Sì;Sì;No;Sì;yes;Rome
Lavoro e studio;Numero di volte;2;6;Bus/Tram;Metro; ; ; ;yes;yes;Public;3;3;3;4;3;3;3;3;1;1;1;3;0;0;0;4;1;2;2;2;0;0;0;0;0;0;4;4;4;4;4;4;3;3;3;3;3;2;2;3;2;3;2;2;2;2;Roma;Roma;yes;4;4;3;20;0;0;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;3;1;3;1;1;0;3;1;Donna;Female;2004;20; ;No;no;Ecuador;Ecuador;Media superiore;13;5;0;Caratterizzata da piccole salite;Easy climbs;No;No;No;No;No;No;No;No;Sì;yes;Rome
Lavoro;Numero di volte;2;6;Auto;Bus/Tram; ; ; ;yes;yes;Public;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;4;4;4;3;3;3;3;3;3;4;4;5;5;4;4;5;5;4;4;4;2;2;2;Roma;Roma;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;3;1;1;0;2;0;1;0;Uomo;Male;2000;24; ;Sì;yes; ;Roma;Media superiore;13;4;4;Caratterizzata da forti pendenze;Steep slopes;Sì;No;No;No;No;No;No;No;Sì;yes;Rome
Sono uno studente e lavoro;Numero di volte;2;5;Moto/scooter;Vado a piedi; ; ; ;yes;yes;VRU;3;1;1;2;0;0;0;0;0;5;5;0;0;0;0;1;4;3;3;2;0;3;3;5;5;5;5;5;5;5;5;5;0;1;2;2;3;0;2;2;1;3;4;1;1;1;Roma;Roma;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;4;1;4;1;3;1;3;1;Donna;Female;1990;34; ;Sì;yes; ;Monza;Laurea magistrale o successivo;18;3;3;Prevalentemente pianeggiante;Flat;Sì;Sì;Sì;No;No;Sì;Sì;Sì;Sì;yes;Rome
Lavoro;Numero di volte;2;4;Metro; ; ; ; ;yes;yes;Public;1;1;2;1;0;0;0;0;1;3;3;2;0;1;2;3;3;2;2;1;1;2;2;3;3;3;4;4;4;5;5;5;2;3;2;3;2;2;3;3;3;2;1;3;1;1;Roma;Roma;yes;4;1;1;100;0;0;4;1;1;4;1;1;4;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;3;1;4;1;1;0;4;1;Donna;Female;1993;31; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;4;4;Prevalentemente pianeggiante;Flat;Sì;No;No;No;No;Sì;No;No;Sì;yes;Rome
Lavoro;Numero di volte;2;6;Auto;Vado a piedi; ; ; ;yes;yes;VRU;1;1;1;1;1;1;1;1;5;5;5;5;3;3;3;3;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;4;4;1;5;5;3;3;3;Roma;Roma;yes;5;5;5;10;10;10;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;1;0;4;1;3;1;Donna;Female;1992;32; ;Sì;yes; ;Ostuni;Laurea magistrale o successivo;18;3;1;Prevalentemente pianeggiante;Flat;Sì;No;Sì;No;No;Sì;No;Sì;Sì;yes;Rome
Lavoro;0 (Mai, lavoro da casa, sto sempre a casa);3;0; ; ; ; ; ;no;no;N/A;2;0;2;1;0;0;0;0;0;1;1;2;0;0;0;4;5;3;3;3;2;2;2;5;5;1;0;0;0;5;5;5;1;1;1;1;1;3;3;4;4;4;4;3;2;0;Roma;Roma;yes;3;0;0;70;0;0;3;0;0;3;0;0;3;0;0;0;0;3;0;0;70;0;0;3;0;0;3;0;0;3;0;0;0;0;3;1;3;1;4;1;1;0;2;0;Donna;Female;1994;30;Roma;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;4;Prevalentemente pianeggiante;Flat;No;No;Sì;No;No;Sì;Sì;Sì;Sì;yes;Rome
Lavoro e studio;Numero di volte;2;5;Bus/Tram;Metro; ; ; ;yes;yes;Public;1;1;0;1;1;1;1;1;1;2;0;2;0;0;3;4;5;0;2;2;0;0;0;5;5;5;3;3;3;5;5;0;2;2;2;1;2;3;4;3;3;3;4;2;0;0;Roma;Roma;yes;2;0;0;5;0;0;2;0;0;2;0;0;2;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2;0;3;1;1;0;2;0;Uomo;Male;1992;32; ;Sì;yes; ;Roma;Laurea (triennale) di primo livello;16;3;3;Prevalentemente pianeggiante;Flat;Sì;No;No;No;Sì;Sì;No;No;Sì;yes;Rome
